,date,fog,rain,meanwdird,meanwindspdm,meantempm,meandewptm,meanpressurem,maxhumidity,minhumidity,maxtempm,mintempm,maxdewptm,mindewptm,maxpressurem,minpressurem,precipm,year,month,day,dayofweek
3023,2012-04-10,0,1,224,5.0,12.0,8.0,1013.0,83.0,56.0,18.0,9.0,10.0,5.0,1014.0,1012.0,0.0,2012,4,10,1
3024,2012-04-11,0,1,202,14.0,14.0,10.0,1015.0,94.0,62.0,16.0,12.0,12.0,7.0,1021.0,1011.0,7.87,2012,4,11,2
3025,2012-04-12,0,0,224,8.0,13.0,8.0,1021.0,83.0,55.0,17.0,9.0,10.0,6.0,1023.0,1019.0,0.0,2012,4,12,3
3026,2012-04-13,0,1,186,11.0,12.0,9.0,1012.0,89.0,59.0,16.0,10.0,11.0,3.0,1018.0,1008.0,2.79,2012,4,13,4
3027,2012-04-14,0,0,252,6.0,12.0,4.0,1013.0,77.0,44.0,17.0,8.0,8.0,1.0,1019.0,1009.0,0.0,2012,4,14,5
3028,2012-04-15,0,0,243,5.0,12.0,7.0,1021.0,82.0,56.0,17.0,9.0,9.0,6.0,1022.0,1019.0,0.0,2012,4,15,6
3029,2012-04-16,0,0,232,5.0,14.0,9.0,1020.0,86.0,48.0,21.0,10.0,10.0,7.0,1021.0,1018.0,0.0,2012,4,16,0
3030,2012-04-17,0,0,228,5.0,17.0,9.0,1016.0,83.0,41.0,22.0,12.0,11.0,8.0,1018.0,1015.0,0.0,2012,4,17,1
3031,2012-04-18,0,0,212,5.0,16.0,11.0,1015.0,86.0,52.0,19.0,12.0,12.0,9.0,1016.0,1013.0,0.0,2012,4,18,2
3032,2012-04-19,0,0,208,3.0,16.0,11.0,1014.0,88.0,65.0,18.0,13.0,12.0,11.0,1015.0,1013.0,0.0,2012,4,19,3
3033,2012-04-20,1,0,208,5.0,16.0,12.0,1014.0,94.0,68.0,19.0,13.0,13.0,11.0,1015.0,1013.0,0.0,2012,4,20,4
3034,2012-04-21,0,0,213,5.0,15.0,12.0,1014.0,90.0,72.0,18.0,13.0,13.0,12.0,1015.0,1012.0,0.0,2012,4,21,5
3035,2012-04-22,0,0,234,6.0,16.0,12.0,1014.0,93.0,70.0,18.0,13.0,13.0,11.0,1015.0,1014.0,0.0,2012,4,22,6
3036,2012-04-23,0,1,230,6.0,14.0,11.0,1016.0,100.0,63.0,17.0,13.0,13.0,9.0,1018.0,1015.0,0.25,2012,4,23,0
3037,2012-04-24,0,0,242,5.0,17.0,9.0,1017.0,86.0,47.0,21.0,12.0,11.0,8.0,1018.0,1015.0,0.0,2012,4,24,1
3038,2012-04-25,0,0,179,5.0,20.0,12.0,1013.0,94.0,39.0,27.0,14.0,14.0,11.0,1017.0,1008.0,6.1,2012,4,25,2
3039,2012-04-26,0,0,218,8.0,17.0,12.0,1015.0,97.0,61.0,20.0,14.0,14.0,9.0,1018.0,1011.0,2.54,2012,4,26,3
3040,2012-04-27,0,0,221,5.0,16.0,9.0,1017.0,84.0,45.0,19.0,12.0,11.0,7.0,1019.0,1014.0,0.0,2012,4,27,4
3041,2012-04-28,0,0,195,5.0,17.0,10.0,1011.0,84.0,47.0,21.0,12.0,12.0,8.0,1014.0,1008.0,0.0,2012,4,28,5
3042,2012-04-29,0,0,229,5.0,17.0,12.0,1011.0,88.0,55.0,22.0,13.0,13.0,11.0,1014.0,1010.0,0.0,2012,4,29,6
3043,2012-04-30,0,0,233,5.0,17.0,12.0,1014.0,87.0,67.0,18.0,14.0,12.0,12.0,1015.0,1014.0,0.0,2012,4,30,0
3044,2012-05-01,0,0,241,6.0,15.0,12.0,1013.0,90.0,72.0,17.0,14.0,13.0,11.0,1014.0,1012.0,0.25,2012,5,1,1
3045,2012-05-02,0,0,214,6.0,17.0,11.0,1014.0,81.0,56.0,19.0,14.0,12.0,10.0,1015.0,1012.0,0.0,2012,5,2,2
3046,2012-05-03,0,0,241,6.0,16.0,10.0,1017.0,84.0,58.0,19.0,13.0,11.0,9.0,1018.0,1015.0,0.0,2012,5,3,3
3047,2012-05-04,0,0,228,5.0,15.0,11.0,1017.0,84.0,61.0,19.0,12.0,12.0,9.0,1019.0,1016.0,0.0,2012,5,4,4
3048,2012-05-05,0,0,211,5.0,16.0,12.0,1015.0,94.0,56.0,21.0,12.0,13.0,10.0,1016.0,1014.0,0.25,2012,5,5,5
3049,2012-05-06,0,0,221,3.0,16.0,12.0,1015.0,88.0,61.0,20.0,13.0,13.0,11.0,1016.0,1014.0,0.0,2012,5,6,6
3050,2012-05-07,0,0,206,5.0,17.0,12.0,1014.0,83.0,63.0,20.0,15.0,13.0,12.0,1015.0,1012.0,0.0,2012,5,7,0
3051,2012-05-08,0,0,218,3.0,16.0,12.0,1012.0,90.0,68.0,19.0,14.0,13.0,12.0,1014.0,1010.0,0.0,2012,5,8,1
3052,2012-05-09,1,0,251,9.0,18.0,14.0,1011.0,93.0,66.0,22.0,14.0,15.0,12.0,1012.0,1010.0,0.0,2012,5,9,2
3053,2012-05-10,0,0,213,5.0,18.0,12.0,1012.0,83.0,56.0,21.0,15.0,13.0,12.0,1013.0,1012.0,0.0,2012,5,10,3
3054,2012-05-11,0,0,211,6.0,18.0,11.0,1014.0,78.0,52.0,21.0,15.0,12.0,9.0,1017.0,1013.0,0.0,2012,5,11,4
3055,2012-05-12,0,0,238,6.0,16.0,12.0,1017.0,84.0,65.0,19.0,14.0,12.0,11.0,1019.0,1016.0,0.0,2012,5,12,5
3056,2012-05-13,0,0,219,6.0,16.0,12.0,1017.0,87.0,67.0,18.0,14.0,12.0,11.0,1019.0,1016.0,0.0,2012,5,13,6
3057,2012-05-14,0,0,219,6.0,17.0,11.0,1016.0,94.0,46.0,23.0,12.0,12.0,10.0,1017.0,1014.0,0.25,2012,5,14,0
3058,2012-05-15,0,0,211,5.0,17.0,11.0,1013.0,86.0,47.0,21.0,13.0,13.0,8.0,1014.0,1012.0,0.0,2012,5,15,1
3059,2012-05-16,0,0,232,3.0,18.0,12.0,1011.0,84.0,51.0,23.0,13.0,13.0,10.0,1013.0,1009.0,0.0,2012,5,16,2
3060,2012-05-17,0,0,223,5.0,18.0,12.0,1011.0,88.0,59.0,22.0,14.0,13.0,9.0,1012.0,1010.0,0.0,2012,5,17,3
3061,2012-05-18,0,0,237,3.0,16.0,10.0,1011.0,83.0,54.0,21.0,13.0,11.0,9.0,1013.0,1011.0,0.0,2012,5,18,4
3062,2012-05-19,0,0,227,5.0,17.0,12.0,1013.0,81.0,59.0,21.0,14.0,13.0,10.0,1014.0,1012.0,0.0,2012,5,19,5
3063,2012-05-20,0,0,224,3.0,17.0,12.0,1013.0,84.0,68.0,21.0,14.0,13.0,11.0,1014.0,1011.0,0.0,2012,5,20,6
3064,2012-05-21,0,0,220,3.0,16.0,13.0,1013.0,90.0,68.0,20.0,13.0,14.0,11.0,1015.0,1012.0,0.25,2012,5,21,0
3065,2012-05-22,0,0,225,3.0,17.0,13.0,1012.0,88.0,63.0,21.0,14.0,14.0,12.0,1013.0,1010.0,0.0,2012,5,22,1
3066,2012-05-23,0,0,198,6.0,19.0,13.0,1008.0,86.0,54.0,22.0,17.0,14.0,10.0,1010.0,1005.0,0.0,2012,5,23,2
3067,2012-05-24,0,0,197,8.0,19.0,12.0,1006.0,78.0,54.0,21.0,16.0,13.0,11.0,1007.0,1005.0,0.0,2012,5,24,3
3068,2012-05-25,0,1,203,11.0,17.0,9.0,1007.0,72.0,48.0,19.0,13.0,12.0,4.0,1010.0,1006.0,0.0,2012,5,25,4
3069,2012-05-26,0,0,215,6.0,14.0,7.0,1014.0,71.0,48.0,18.0,11.0,9.0,6.0,1017.0,1010.0,0.0,2012,5,26,5
3070,2012-05-27,0,0,163,8.0,16.0,10.0,1016.0,84.0,52.0,19.0,12.0,12.0,8.0,1018.0,1014.0,0.0,2012,5,27,6
3071,2012-05-28,0,0,228,3.0,17.0,12.0,1014.0,84.0,53.0,22.0,13.0,13.0,9.0,1014.0,1012.0,0.0,2012,5,28,0
3072,2012-05-29,0,0,213,3.0,18.0,12.0,1014.0,84.0,54.0,22.0,14.0,14.0,11.0,1016.0,1013.0,0.0,2012,5,29,1
3073,2012-05-30,0,0,229,6.0,17.0,12.0,1016.0,87.0,61.0,21.0,14.0,13.0,11.0,1017.0,1015.0,0.0,2012,5,30,2
3074,2012-05-31,0,0,222,5.0,17.0,12.0,1012.0,87.0,63.0,21.0,13.0,13.0,9.0,1015.0,1009.0,0.0,2012,5,31,3
3075,2012-06-01,0,0,223,6.0,18.0,13.0,1011.0,84.0,63.0,21.0,16.0,14.0,13.0,1011.0,1009.0,0.0,2012,6,1,4
3076,2012-06-02,0,0,209,5.0,19.0,13.0,1011.0,81.0,60.0,21.0,17.0,14.0,13.0,1013.0,1010.0,0.0,2012,6,2,5
3077,2012-06-03,0,0,213,6.0,19.0,13.0,1012.0,75.0,58.0,21.0,17.0,13.0,12.0,1014.0,1010.0,0.0,2012,6,3,6
3078,2012-06-04,0,0,218,8.0,18.0,13.0,1014.0,80.0,63.0,21.0,17.0,13.0,12.0,1015.0,1013.0,0.0,2012,6,4,0
3079,2012-06-05,0,0,239,6.0,18.0,9.0,1014.0,84.0,27.0,22.0,14.0,12.0,2.0,1015.0,1011.0,0.0,2012,6,5,1
3080,2012-06-06,0,0,173,8.0,18.0,10.0,1010.0,74.0,44.0,22.0,14.0,11.0,8.0,1012.0,1008.0,0.0,2012,6,6,2
3081,2012-06-07,0,0,243,5.0,18.0,12.0,1010.0,81.0,49.0,23.0,14.0,14.0,10.0,1011.0,1010.0,0.0,2012,6,7,3
3082,2012-06-08,0,0,232,5.0,18.0,13.0,1011.0,84.0,55.0,22.0,15.0,14.0,12.0,1012.0,1010.0,0.0,2012,6,8,4
3083,2012-06-09,0,0,209,6.0,18.0,12.0,1010.0,77.0,59.0,21.0,17.0,13.0,12.0,1011.0,1009.0,0.0,2012,6,9,5
3084,2012-06-10,0,0,208,5.0,19.0,12.0,1012.0,75.0,57.0,21.0,17.0,13.0,11.0,1014.0,1010.0,0.0,2012,6,10,6
3085,2012-06-11,0,0,227,6.0,18.0,13.0,1014.0,81.0,61.0,21.0,16.0,13.0,12.0,1016.0,1013.0,0.0,2012,6,11,0
3086,2012-06-12,0,0,223,5.0,17.0,13.0,1014.0,83.0,73.0,19.0,16.0,14.0,12.0,1015.0,1012.0,0.0,2012,6,12,1
3087,2012-06-13,0,0,222,6.0,19.0,13.0,1011.0,83.0,61.0,21.0,16.0,13.0,12.0,1012.0,1009.0,0.0,2012,6,13,2
3088,2012-06-14,0,0,221,6.0,19.0,13.0,1010.0,78.0,58.0,21.0,17.0,13.0,12.0,1011.0,1009.0,0.0,2012,6,14,3
3089,2012-06-15,0,0,213,8.0,18.0,12.0,1010.0,77.0,61.0,21.0,17.0,13.0,11.0,1012.0,1009.0,0.0,2012,6,15,4
3090,2012-06-16,0,0,236,8.0,19.0,13.0,1011.0,81.0,65.0,21.0,17.0,14.0,13.0,1013.0,1009.0,0.0,2012,6,16,5
3091,2012-06-17,0,0,236,5.0,18.0,14.0,1012.0,87.0,68.0,21.0,16.0,14.0,13.0,1014.0,1011.0,0.0,2012,6,17,6
3092,2012-06-18,0,0,220,6.0,17.0,13.0,1012.0,87.0,68.0,20.0,16.0,14.0,12.0,1014.0,1011.0,0.0,2012,6,18,0
3093,2012-06-19,0,0,222,8.0,18.0,12.0,1012.0,83.0,61.0,21.0,16.0,13.0,12.0,1013.0,1010.0,0.0,2012,6,19,1
3094,2012-06-20,0,0,229,5.0,18.0,13.0,1011.0,84.0,63.0,21.0,16.0,14.0,12.0,1012.0,1010.0,0.0,2012,6,20,2
3095,2012-06-21,0,0,238,6.0,18.0,13.0,1012.0,83.0,63.0,21.0,16.0,13.0,12.0,1014.0,1011.0,0.0,2012,6,21,3
3096,2012-06-22,0,0,207,6.0,18.0,12.0,1012.0,83.0,61.0,21.0,16.0,13.0,12.0,1013.0,1009.0,0.0,2012,6,22,4
3097,2012-06-23,0,0,228,6.0,17.0,12.0,1010.0,87.0,61.0,21.0,14.0,13.0,11.0,1011.0,1009.0,0.0,2012,6,23,5
3098,2012-06-24,0,0,229,5.0,18.0,12.0,1013.0,87.0,51.0,22.0,14.0,12.0,10.0,1015.0,1011.0,0.0,2012,6,24,6
3099,2012-06-25,0,0,211,6.0,17.0,11.0,1015.0,84.0,47.0,22.0,13.0,12.0,9.0,1016.0,1013.0,0.0,2012,6,25,0
3100,2012-06-26,0,0,203,6.0,21.0,11.0,1011.0,84.0,19.0,22.0,13.0,13.0,3.0,1013.0,1009.0,0.25,2012,6,26,1
3101,2012-06-27,0,0,229,5.0,18.0,12.0,1011.0,84.0,48.0,23.0,14.0,14.0,11.0,1013.0,1009.0,0.0,2012,6,27,2
3102,2012-06-28,1,0,230,3.0,18.0,13.0,1015.0,94.0,59.0,22.0,14.0,14.0,10.0,1016.0,1014.0,0.0,2012,6,28,3
3103,2012-06-29,0,0,231,5.0,17.0,13.0,1015.0,87.0,63.0,22.0,14.0,14.0,10.0,1017.0,1014.0,0.25,2012,6,29,4
3104,2012-06-30,0,0,220,5.0,18.0,13.0,1013.0,88.0,61.0,22.0,15.0,14.0,12.0,1014.0,1011.0,0.0,2012,6,30,5
3105,2012-07-01,0,0,238,3.0,18.0,13.0,1011.0,86.0,63.0,22.0,16.0,14.0,13.0,1013.0,1010.0,0.0,2012,7,1,6
3106,2012-07-02,0,0,218,5.0,19.0,13.0,1011.0,83.0,63.0,22.0,16.0,15.0,12.0,1012.0,1010.0,0.0,2012,7,2,0
3107,2012-07-03,0,0,202,6.0,19.0,13.0,1012.0,81.0,61.0,22.0,17.0,14.0,13.0,1013.0,1011.0,0.0,2012,7,3,1
3108,2012-07-04,0,0,224,5.0,19.0,13.0,1013.0,82.0,63.0,21.0,17.0,14.0,13.0,1014.0,1012.0,0.0,2012,7,4,2
3109,2012-07-05,0,0,237,6.0,19.0,13.0,1014.0,78.0,64.0,21.0,17.0,14.0,12.0,1016.0,1013.0,0.0,2012,7,5,3
3110,2012-07-06,0,0,235,5.0,18.0,13.0,1015.0,83.0,63.0,21.0,16.0,13.0,12.0,1017.0,1014.0,0.0,2012,7,6,4
3111,2012-07-07,0,0,234,6.0,17.0,13.0,1015.0,90.0,65.0,19.0,15.0,13.0,12.0,1017.0,1014.0,0.0,2012,7,7,5
3112,2012-07-08,0,0,224,5.0,17.0,12.0,1015.0,90.0,63.0,20.0,14.0,13.0,12.0,1016.0,1014.0,0.0,2012,7,8,6
3113,2012-07-09,0,0,212,3.0,18.0,13.0,1013.0,94.0,53.0,23.0,14.0,14.0,12.0,1014.0,1011.0,0.0,2012,7,9,0
3114,2012-07-10,0,0,222,5.0,20.0,14.0,1011.0,86.0,55.0,24.0,17.0,14.0,13.0,1012.0,1009.0,0.0,2012,7,10,1
3115,2012-07-11,0,0,234,5.0,19.0,14.0,1010.0,86.0,61.0,23.0,17.0,14.0,12.0,1012.0,1009.0,0.0,2012,7,11,2
3116,2012-07-12,0,1,195,5.0,19.0,14.0,1010.0,87.0,64.0,23.0,16.0,16.0,14.0,1011.0,1009.0,0.25,2012,7,12,3
3117,2012-07-13,0,1,234,5.0,21.0,15.0,1012.0,84.0,58.0,26.0,18.0,17.0,13.0,1013.0,1010.0,0.0,2012,7,13,4
3118,2012-07-14,0,0,227,3.0,18.0,14.0,1013.0,90.0,70.0,22.0,16.0,15.0,13.0,1014.0,1012.0,0.0,2012,7,14,5
3119,2012-07-15,0,0,206,5.0,19.0,13.0,1013.0,84.0,59.0,22.0,17.0,14.0,12.0,1014.0,1012.0,0.0,2012,7,15,6
3120,2012-07-16,0,0,225,6.0,19.0,12.0,1014.0,75.0,54.0,22.0,17.0,13.0,11.0,1015.0,1013.0,0.0,2012,7,16,0
3121,2012-07-17,0,0,232,8.0,19.0,12.0,1015.0,82.0,53.0,22.0,17.0,14.0,11.0,1016.0,1014.0,0.0,2012,7,17,1
3122,2012-07-18,0,0,240,5.0,19.0,13.0,1014.0,81.0,55.0,23.0,15.0,16.0,12.0,1015.0,1012.0,0.0,2012,7,18,2
3123,2012-07-19,0,0,177,6.0,23.0,14.0,1013.0,81.0,39.0,28.0,18.0,16.0,13.0,1014.0,1011.0,0.0,2012,7,19,3
3124,2012-07-20,0,0,220,5.0,21.0,14.0,1014.0,81.0,46.0,26.0,18.0,16.0,11.0,1016.0,1013.0,0.0,2012,7,20,4
3125,2012-07-21,0,0,217,6.0,19.0,14.0,1013.0,86.0,63.0,23.0,17.0,16.0,14.0,1015.0,1011.0,0.0,2012,7,21,5
3126,2012-07-22,0,0,235,6.0,19.0,14.0,1014.0,84.0,68.0,21.0,17.0,15.0,13.0,1015.0,1012.0,0.0,2012,7,22,6
3127,2012-07-23,0,0,235,6.0,18.0,14.0,1015.0,83.0,64.0,21.0,16.0,14.0,13.0,1016.0,1013.0,0.0,2012,7,23,0
3128,2012-07-24,0,0,226,6.0,18.0,13.0,1015.0,86.0,61.0,21.0,16.0,13.0,12.0,1017.0,1013.0,0.0,2012,7,24,1
3129,2012-07-25,0,0,242,6.0,18.0,12.0,1016.0,81.0,58.0,22.0,16.0,13.0,12.0,1017.0,1014.0,0.0,2012,7,25,2
3130,2012-07-26,0,0,230,6.0,18.0,12.0,1015.0,82.0,57.0,21.0,16.0,13.0,12.0,1017.0,1014.0,0.0,2012,7,26,3
3131,2012-07-27,0,0,200,5.0,18.0,12.0,1015.0,83.0,57.0,21.0,15.0,13.0,12.0,1017.0,1014.0,0.0,2012,7,27,4
3132,2012-07-28,0,0,220,3.0,17.0,13.0,1015.0,88.0,63.0,22.0,14.0,14.0,12.0,1016.0,1014.0,0.0,2012,7,28,5
3133,2012-07-29,0,0,228,3.0,18.0,13.0,1014.0,87.0,63.0,22.0,14.0,14.0,11.0,1016.0,1012.0,0.0,2012,7,29,6
3134,2012-07-30,0,0,233,3.0,19.0,14.0,1014.0,87.0,63.0,22.0,16.0,14.0,13.0,1015.0,1013.0,0.25,2012,7,30,0
3135,2012-07-31,1,0,238,5.0,19.0,14.0,1015.0,93.0,64.0,22.0,16.0,16.0,13.0,1017.0,1014.0,0.0,2012,7,31,1
3136,2012-08-01,0,0,230,6.0,19.0,14.0,1016.0,88.0,61.0,23.0,17.0,15.0,14.0,1018.0,1015.0,0.0,2012,8,1,2
3137,2012-08-02,0,0,229,5.0,19.0,14.0,1014.0,87.0,63.0,22.0,16.0,15.0,14.0,1016.0,1012.0,0.0,2012,8,2,3
3138,2012-08-03,0,0,228,5.0,19.0,14.0,1012.0,84.0,59.0,23.0,17.0,14.0,14.0,1013.0,1010.0,0.0,2012,8,3,4
3139,2012-08-04,0,0,238,6.0,20.0,14.0,1013.0,82.0,61.0,23.0,17.0,15.0,14.0,1014.0,1011.0,0.0,2012,8,4,5
3140,2012-08-05,0,0,264,14.0,19.0,16.0,1014.0,93.0,66.0,22.0,17.0,17.0,15.0,1016.0,1013.0,0.0,2012,8,5,6
3141,2012-08-06,0,0,228,3.0,21.0,15.0,1014.0,84.0,55.0,24.0,17.0,16.0,14.0,1015.0,1012.0,0.0,2012,8,6,0
3142,2012-08-07,0,0,263,9.0,24.0,17.0,1012.0,93.0,54.0,28.0,19.0,18.0,14.0,1014.0,1011.0,0.0,2012,8,7,1
3143,2012-08-08,0,0,234,5.0,23.0,15.0,1012.0,81.0,50.0,28.0,19.0,16.0,13.0,1013.0,1010.0,0.0,2012,8,8,2
3144,2012-08-09,0,0,224,5.0,22.0,15.0,1011.0,79.0,48.0,27.0,19.0,16.0,14.0,1012.0,1009.0,0.0,2012,8,9,3
3145,2012-08-10,0,0,221,5.0,23.0,16.0,1008.0,81.0,48.0,27.0,19.0,17.0,14.0,1010.0,1005.0,0.0,2012,8,10,4
3146,2012-08-11,0,0,231,3.0,24.0,17.0,1008.0,78.0,52.0,29.0,20.0,18.0,16.0,1010.0,1006.0,0.0,2012,8,11,5
3147,2012-08-12,0,0,221,5.0,24.0,16.0,1009.0,78.0,41.0,28.0,21.0,17.0,13.0,1010.0,1007.0,0.0,2012,8,12,6
3148,2012-08-13,0,0,217,5.0,23.0,16.0,1009.0,84.0,54.0,27.0,20.0,18.0,14.0,1010.0,1008.0,0.0,2012,8,13,0
3149,2012-08-14,0,0,223,5.0,22.0,16.0,1009.0,81.0,50.0,27.0,19.0,17.0,15.0,1010.0,1007.0,0.0,2012,8,14,1
3150,2012-08-15,0,0,218,5.0,20.0,16.0,1010.0,84.0,61.0,25.0,18.0,17.0,14.0,1012.0,1008.0,0.0,2012,8,15,2
3151,2012-08-16,0,0,212,5.0,22.0,15.0,1011.0,84.0,45.0,27.0,18.0,16.0,12.0,1012.0,1009.0,0.0,2012,8,16,3
3152,2012-08-17,0,0,216,5.0,24.0,15.0,1011.0,78.0,33.0,29.0,20.0,17.0,10.0,1013.0,1010.0,0.0,2012,8,17,4
3153,2012-08-18,0,0,221,5.0,24.0,15.0,1011.0,78.0,34.0,29.0,20.0,17.0,11.0,1013.0,1009.0,0.0,2012,8,18,5
3154,2012-08-19,0,0,225,5.0,24.0,14.0,1011.0,73.0,42.0,28.0,21.0,17.0,13.0,1012.0,1009.0,0.0,2012,8,19,6
3155,2012-08-20,0,0,229,5.0,24.0,17.0,1011.0,81.0,54.0,28.0,20.0,18.0,14.0,1012.0,1010.0,0.0,2012,8,20,0
3156,2012-08-21,0,0,230,5.0,23.0,17.0,1012.0,84.0,60.0,27.0,20.0,18.0,17.0,1013.0,1011.0,0.0,2012,8,21,1
3157,2012-08-22,0,0,224,5.0,21.0,17.0,1012.0,88.0,60.0,25.0,18.0,17.0,16.0,1014.0,1011.0,0.0,2012,8,22,2
3158,2012-08-23,0,0,238,5.0,20.0,16.0,1013.0,88.0,68.0,23.0,18.0,17.0,16.0,1014.0,1011.0,0.0,2012,8,23,3
3159,2012-08-24,0,0,237,5.0,21.0,16.0,1012.0,87.0,57.0,25.0,18.0,16.0,15.0,1014.0,1011.0,0.0,2012,8,24,4
3160,2012-08-25,0,0,237,6.0,20.0,14.0,1012.0,83.0,60.0,23.0,18.0,15.0,14.0,1013.0,1010.0,0.0,2012,8,25,5
3161,2012-08-26,0,0,230,5.0,20.0,13.0,1013.0,84.0,57.0,23.0,17.0,15.0,13.0,1014.0,1012.0,0.0,2012,8,26,6
3162,2012-08-27,0,0,229,5.0,21.0,12.0,1013.0,87.0,29.0,27.0,16.0,16.0,7.0,1015.0,1012.0,0.0,2012,8,27,0
3163,2012-08-28,0,0,215,5.0,22.0,14.0,1011.0,83.0,47.0,27.0,18.0,17.0,13.0,1013.0,1009.0,0.0,2012,8,28,1
3164,2012-08-29,0,0,210,5.0,24.0,17.0,1009.0,78.0,52.0,28.0,21.0,18.0,16.0,1011.0,1008.0,0.0,2012,8,29,2
3165,2012-08-30,0,0,217,3.0,24.0,17.0,1009.0,81.0,42.0,28.0,21.0,18.0,13.0,1010.0,1008.0,0.0,2012,8,30,3
3166,2012-08-31,0,0,227,5.0,23.0,15.0,1011.0,84.0,48.0,27.0,19.0,17.0,12.0,1012.0,1010.0,0.0,2012,8,31,4
3167,2012-09-01,0,0,229,5.0,21.0,13.0,1013.0,81.0,42.0,26.0,16.0,14.0,11.0,1014.0,1012.0,0.0,2012,9,1,5
3168,2012-09-02,0,0,230,3.0,20.0,12.0,1013.0,81.0,40.0,27.0,15.0,15.0,8.0,1014.0,1011.0,0.0,2012,9,2,6
3169,2012-09-03,0,0,227,5.0,19.0,14.0,1014.0,87.0,57.0,25.0,16.0,16.0,11.0,1015.0,1012.0,0.0,2012,9,3,0
3170,2012-09-04,0,0,227,5.0,22.0,14.0,1014.0,84.0,44.0,28.0,17.0,16.0,13.0,1016.0,1012.0,0.0,2012,9,4,1
3171,2012-09-05,0,0,204,3.0,23.0,14.0,1014.0,78.0,35.0,26.0,19.0,16.0,9.0,1015.0,1012.0,0.0,2012,9,5,2
3172,2012-09-06,0,0,215,5.0,23.0,14.0,1014.0,79.0,43.0,27.0,19.0,16.0,12.0,1015.0,1013.0,0.0,2012,9,6,3
3173,2012-09-07,0,0,214,5.0,22.0,16.0,1015.0,81.0,57.0,25.0,19.0,17.0,14.0,1017.0,1014.0,0.0,2012,9,7,4
3174,2012-09-08,0,0,224,3.0,21.0,15.0,1013.0,81.0,50.0,26.0,18.0,17.0,13.0,1014.0,1010.0,0.0,2012,9,8,5
3175,2012-09-09,0,0,218,3.0,24.0,16.0,1011.0,81.0,45.0,28.0,20.0,17.0,14.0,1013.0,1009.0,0.0,2012,9,9,6
3176,2012-09-10,0,0,217,5.0,24.0,17.0,1011.0,78.0,52.0,28.0,22.0,18.0,16.0,1013.0,1010.0,0.0,2012,9,10,0
3177,2012-09-11,0,0,231,6.0,21.0,17.0,1014.0,81.0,68.0,23.0,20.0,18.0,16.0,1015.0,1011.0,0.0,2012,9,11,1
3178,2012-09-12,0,0,241,6.0,22.0,17.0,1015.0,84.0,66.0,24.0,19.0,17.0,17.0,1017.0,1014.0,0.0,2012,9,12,2
3179,2012-09-13,0,0,209,5.0,21.0,17.0,1015.0,88.0,66.0,23.0,19.0,17.0,16.0,1017.0,1013.0,0.0,2012,9,13,3
3180,2012-09-14,0,0,222,5.0,24.0,15.0,1014.0,87.0,32.0,33.0,18.0,17.0,13.0,1015.0,1012.0,0.0,2012,9,14,4
3181,2012-09-15,0,0,206,5.0,27.0,12.0,1014.0,70.0,16.0,36.0,20.0,16.0,4.0,1016.0,1012.0,0.0,2012,9,15,5
3182,2012-09-16,0,0,222,5.0,23.0,17.0,1015.0,88.0,54.0,28.0,19.0,18.0,14.0,1017.0,1014.0,0.0,2012,9,16,6
3183,2012-09-17,0,0,209,6.0,21.0,16.0,1015.0,87.0,62.0,24.0,17.0,17.0,15.0,1017.0,1014.0,0.0,2012,9,17,0
3184,2012-09-18,0,0,216,3.0,20.0,14.0,1015.0,87.0,51.0,24.0,17.0,16.0,11.0,1016.0,1014.0,0.25,2012,9,18,1
3185,2012-09-19,0,0,197,3.0,20.0,13.0,1014.0,81.0,48.0,25.0,16.0,15.0,12.0,1015.0,1012.0,0.0,2012,9,19,2
3186,2012-09-20,0,0,208,5.0,22.0,14.0,1013.0,80.0,42.0,27.0,17.0,15.0,12.0,1014.0,1011.0,0.0,2012,9,20,3
3187,2012-09-21,0,0,215,5.0,22.0,16.0,1012.0,87.0,48.0,28.0,18.0,17.0,14.0,1013.0,1010.0,0.0,2012,9,21,4
3188,2012-09-22,0,0,266,8.0,24.0,18.0,1012.0,90.0,55.0,29.0,19.0,19.0,16.0,1014.0,1011.0,0.0,2012,9,22,5
3189,2012-09-23,0,0,224,3.0,23.0,16.0,1013.0,87.0,45.0,29.0,18.0,17.0,14.0,1014.0,1012.0,0.0,2012,9,23,6
3190,2012-09-24,0,0,227,5.0,22.0,15.0,1013.0,83.0,46.0,26.0,18.0,17.0,13.0,1015.0,1012.0,0.0,2012,9,24,0
3191,2012-09-25,0,0,222,5.0,19.0,14.0,1012.0,84.0,57.0,25.0,16.0,14.0,12.0,1013.0,1011.0,0.0,2012,9,25,1
3192,2012-09-26,0,0,231,3.0,19.0,14.0,1011.0,84.0,59.0,23.0,17.0,15.0,14.0,1012.0,1010.0,0.0,2012,9,26,2
3193,2012-09-27,0,0,248,3.0,19.0,14.0,1012.0,84.0,64.0,23.0,16.0,16.0,12.0,1013.0,1011.0,0.0,2012,9,27,3
3194,2012-09-28,0,0,234,3.0,20.0,15.0,1012.0,84.0,53.0,24.0,17.0,16.0,14.0,1014.0,1010.0,0.0,2012,9,28,4
3195,2012-09-29,0,0,189,5.0,21.0,14.0,1013.0,84.0,48.0,27.0,17.0,15.0,13.0,1015.0,1012.0,0.0,2012,9,29,5
